,item_nbr,family,class,perishable
3329,1963606,PERSONAL CARE,4114,0
3330,1963684,HOME AND KITCHEN I,6246,0
3331,1963740,BREAD/BAKERY,2718,1
3332,1963752,HOME AND KITCHEN I,6246,0
3333,1963811,GROCERY I,1040,0
3334,1963838,CLEANING,3024,0
3335,1963892,GROCERY I,1040,0
3336,1963919,GROCERY I,1002,0
3337,1964111,PRODUCE,2010,1
3338,1964356,DAIRY,2174,1
3339,1964738,BEVERAGES,1126,0
3340,1964739,BEVERAGES,1136,0
3341,1964804,BEVERAGES,1126,0
3342,1964810,BEVERAGES,1126,0
3343,1964850,BEVERAGES,1120,0
3344,1965074,CLEANING,3060,0
3346,1965358,BEAUTY,4228,0
3347,1965367,BEVERAGES,1132,0
3348,1965425,PERSONAL CARE,4122,0
3350,1965539,CLEANING,3018,0
3351,1965732,CLEANING,3020,0
3352,1965853,GROCERY I,1016,0
3353,1965878,GROCERY I,1016,0
3354,1965978,GROCERY I,1016,0
3355,1966167,BEVERAGES,1124,0
3356,1966629,PRODUCE,2014,1
3357,1966995,BEVERAGES,1124,0
3358,1967038,GROCERY I,1016,0
3359,1967150,GROCERY I,1040,0
3360,1967566,GROCERY I,1040,0
3361,1967642,GROCERY I,1044,0
3362,1967660,GROCERY I,1044,0
3363,1967914,GROCERY I,1048,0
3364,1968073,GROCERY I,1066,0
3367,1968368,DAIRY,2178,1
3368,1968390,DAIRY,2178,1
3369,1968452,DAIRY,2178,1
3370,1968666,PERSONAL CARE,4176,0
3372,1969477,AUTOMOTIVE,6848,0
3373,1969485,AUTOMOTIVE,6848,0
3374,1969675,GROCERY I,1030,0
3375,1969863,AUTOMOTIVE,6848,0
3376,1969899,AUTOMOTIVE,6848,0
3377,1969929,GROCERY I,1034,0
3379,1970207,GROCERY I,1074,0
3380,1970428,GROCERY I,1026,0
3381,1970831,PERSONAL CARE,4126,0
3382,1971255,BEVERAGES,1124,0
3383,1971317,BEVERAGES,1122,0
3384,1971328,DAIRY,2168,1
3385,1971338,DAIRY,2174,1
3386,1971365,BEVERAGES,1124,0
3387,1971373,DAIRY,2168,1
3388,1971394,DAIRY,2168,1
3389,1971423,BEVERAGES,1136,0
3390,1971436,DAIRY,2174,1
3391,1971461,DAIRY,2168,1
3392,1971730,HOME AND KITCHEN I,6242,0
3393,1971792,HOME AND KITCHEN I,6242,0
3394,1972039,HOME AND KITCHEN I,6242,0
3395,1972138,HOME AND KITCHEN I,6242,0
3396,1972227,HOME AND KITCHEN I,6242,0
3397,1972316,HOME AND KITCHEN I,6242,0
3398,1972443,HOME AND KITCHEN I,6242,0
3399,1972462,HOME AND KITCHEN I,6242,0
3400,1972587,HOME AND KITCHEN I,6242,0
3401,1972601,HOME AND KITCHEN I,6242,0
3402,1972673,HOME AND KITCHEN I,6242,0
3403,1972737,HOME AND KITCHEN I,6242,0
3404,1972763,HOME AND KITCHEN I,6242,0
3405,1972782,HOME AND KITCHEN I,6242,0
3406,1972822,HOME AND KITCHEN I,6242,0
3407,1973454,BREAD/BAKERY,2718,1
3408,1973543,BREAD/BAKERY,2718,1
3409,1973587,BREAD/BAKERY,2718,1
3410,1973606,GROCERY I,1026,0
3411,1973919,BEVERAGES,1124,0
3412,1974834,BEVERAGES,1124,0
3413,1974848,EGGS,2504,1
3414,1974921,BEVERAGES,1118,0
3415,1974931,GROCERY I,1092,0
3416,1975439,GROCERY I,1034,0
3417,1975468,GROCERY I,1034,0
3418,1975512,GROCERY I,1034,0
3419,1975514,GROCERY I,1034,0
3420,1975527,GROCERY I,1034,0
3421,1975558,GROCERY I,1034,0
3422,1975562,GROCERY I,1034,0
3423,1975571,GROCERY I,1034,0
3424,1975578,GROCERY I,1034,0
3425,1975584,GROCERY I,1034,0
3426,1975598,GROCERY I,1034,0
3427,1975602,GROCERY I,1089,0
3428,1975649,GROCERY I,1022,0
3429,1975680,GROCERY I,1034,0
3430,1975686,GROCERY I,1016,0
3431,1975715,GROCERY I,1034,0
3432,1976186,BEVERAGES,1124,0
3433,1976260,BEVERAGES,1124,0
3435,1976342,GROCERY I,1040,0
3436,1976349,"LIQUOR,WINE,BEER",1318,0
3437,1976710,BEVERAGES,1114,0
3438,1977218,GROCERY I,1034,0
3439,1977420,PERSONAL CARE,4130,0
3440,1977486,BEVERAGES,1150,0
3441,1977887,DAIRY,2170,1
3442,1977901,DAIRY,2170,1
3443,1977997,DAIRY,2170,1
3444,1978835,BREAD/BAKERY,2708,1
3446,1979268,BEVERAGES,1148,0
3447,1980485,BEVERAGES,1126,0
3448,1980532,BEVERAGES,1122,0
3449,1980590,CLEANING,3040,0
3450,1980702,BEVERAGES,1122,0
3451,1980754,BEVERAGES,1126,0
3452,1980755,BEVERAGES,1120,0
3454,1981370,GROCERY I,1042,0
3455,1981470,DAIRY,2142,1
3456,1981607,GROCERY I,1014,0
3457,1981836,PERSONAL CARE,4162,0
3458,1981900,PERSONAL CARE,4138,0
3460,1985099,PERSONAL CARE,4162,0
3461,1986436,HOME CARE,3110,0
3462,1986500,HOME CARE,3108,0
3465,1986627,HOME CARE,3108,0
3466,1986680,BEVERAGES,1142,0
3467,1986760,HOME CARE,3110,0
3468,1986825,HOME CARE,3110,0
3469,1987120,GROCERY I,1040,0
3470,1987152,GROCERY I,1040,0
3471,1987263,GROCERY I,1040,0
3472,1987383,GROCERY I,1016,0
3473,1987464,HOME CARE,3116,0
3474,1987653,DAIRY,2174,1
3475,1987709,GROCERY I,1016,0
3476,1987893,CLEANING,3014,0
3478,1988377,HOME AND KITCHEN I,6248,0
3480,1988754,PRODUCE,2032,1
3481,1988902,GROCERY I,1002,0
3482,1988975,HOME AND KITCHEN I,6241,0
3483,1989346,GROCERY I,1030,0
3484,1989798,BREAD/BAKERY,2708,1
3486,1990194,DELI,2630,1
3487,1990453,BEVERAGES,1124,0
3488,1990578,PRODUCE,2028,1
3489,1990612,BEVERAGES,1124,0
3490,1990640,BEVERAGES,1124,0
3491,1990673,PRODUCE,2028,1
3492,1990742,DELI,2650,1
3493,1990768,BEVERAGES,1136,0
3494,1990881,BEVERAGES,1136,0
3495,1991041,HOME CARE,3108,0
3496,1991097,HOME AND KITCHEN I,6206,0
3497,1991151,GROCERY I,1048,0
3498,1991217,GROCERY I,1056,0
3499,1991561,GROCERY I,1062,0
3500,1992672,GROCERY I,1034,0
3501,1992914,CLEANING,3040,0
3502,1993077,GROCERY I,1040,0
3503,1993091,CLEANING,3040,0
3504,1993195,GROCERY I,1040,0
3505,1993337,BEVERAGES,1122,0
3506,1993601,"LIQUOR,WINE,BEER",1330,0
3509,1994369,POULTRY,2416,1
3510,1994863,GROCERY I,1072,0
3512,1994941,GROCERY I,1030,0
3513,1997322,GROCERY I,1042,0
3514,1997781,CLEANING,3010,0
3515,1997895,BEVERAGES,1124,0
3516,1997976,GROCERY I,1074,0
3517,1998005,BREAD/BAKERY,2702,1
3518,1998078,GROCERY I,1040,0
3519,1998889,BEVERAGES,1148,0
3520,1998945,HOME CARE,3110,0
3521,1999114,GROCERY I,1070,0
3522,1999775,CLEANING,3046,0
3523,1999969,BEVERAGES,1124,0
3524,2000482,BEVERAGES,1120,0
3525,2000873,MAGAZINES,5250,0
3526,2001183,CLEANING,3040,0
3527,2001209,CLEANING,3040,0
3528,2001632,GROCERY I,1054,0
3529,2002043,MAGAZINES,5222,0
3530,2002136,DAIRY,2166,1
3531,2002166,DAIRY,2166,1
3532,2002282,"LIQUOR,WINE,BEER",1318,0
3533,2002412,GROCERY I,1014,0
3534,2002445,PERSONAL CARE,4126,0
3535,2002465,CLEANING,3040,0
3537,2002703,GROCERY I,1042,0
3538,2002963,GROCERY I,1076,0
3539,2003375,GROCERY I,1036,0
3540,2003389,GROCERY I,1036,0
3541,2003392,HOME AND KITCHEN I,6253,0
3542,2003409,GROCERY I,1036,0
3543,2003709,BEVERAGES,1124,0
3544,2004673,CLEANING,3020,0
3545,2004694,BEVERAGES,1124,0
3546,2004738,CLEANING,3024,0
3547,2004754,GROCERY I,1040,0
3548,2005047,BEVERAGES,1124,0
3549,2005057,GROCERY I,1040,0
3550,2005060,"LIQUOR,WINE,BEER",1310,0
3551,2005083,BEVERAGES,1124,0
3552,2005102,HOME AND KITCHEN I,6212,0
3553,2005143,BEVERAGES,1124,0
3554,2005274,BEVERAGES,1122,0
3555,2005298,BEVERAGES,1124,0
3556,2005335,GROCERY I,1016,0
3557,2005384,BEVERAGES,1124,0
3559,2005731,CLEANING,3040,0
3560,2005844,HOME AND KITCHEN II,6350,0
3561,2005877,GROCERY I,1016,0
3562,2005984,GROCERY I,1016,0
3564,2006089,GROCERY I,1076,0
3565,2006144,HOME AND KITCHEN II,6353,0
3566,2006310,GROCERY I,1026,0
3567,2006614,BEVERAGES,1126,0
3568,2006630,GROCERY I,1076,0
3569,2006779,BEVERAGES,1122,0
3570,2006810,BEVERAGES,1122,0
3571,2006812,BEVERAGES,1120,0
3572,2006928,BEVERAGES,1120,0
3573,2007088,DAIRY,2172,1
3574,2007114,PERSONAL CARE,4118,0
3575,2007117,DAIRY,2172,1
3576,2007133,DAIRY,2172,1
3577,2007186,DAIRY,2172,1
3578,2007250,DAIRY,2172,1
3579,2007265,MAGAZINES,5244,0
3581,2008518,BEVERAGES,1138,0
3582,2008562,CLEANING,3020,0
3583,2008567,PERSONAL CARE,4114,0
3584,2008571,BEVERAGES,1138,0
3585,2008589,CLEANING,3015,0
3586,2008747,BEVERAGES,1116,0
3588,2009827,GROCERY I,1028,0
3589,2010049,BEVERAGES,1118,0
3591,2010125,GROCERY I,1052,0
3593,2010192,GROCERY I,1082,0
3594,2010216,GROCERY I,1032,0
3595,2010233,GROCERY I,1050,0
3597,2010260,GROCERY I,1068,0
3598,2010269,GROCERY I,1082,0
3599,2010278,GROCERY I,1032,0
3600,2010282,GROCERY I,1068,0
3601,2010290,GROCERY I,1068,0
3602,2010315,PERSONAL CARE,4126,0
3603,2010329,GROCERY I,1072,0
3604,2010356,GROCERY I,1032,0
3605,2010359,GROCERY I,1068,0
3606,2010370,GROCERY I,1072,0
3607,2010379,GROCERY I,1052,0
3608,2010404,GROCERY I,1072,0
3609,2010419,GROCERY I,1072,0
3610,2010428,GROCERY I,1032,0
3612,2010456,GROCERY I,1052,0
3613,2010487,GROCERY I,1052,0
3614,2010498,GROCERY I,1052,0
3615,2010511,GROCERY I,1032,0
3616,2010519,GROCERY I,1068,0
3617,2010568,GROCERY I,1072,0
3618,2010574,GROCERY I,1082,0
3619,2010598,GROCERY I,1050,0
3620,2010615,GROCERY I,1032,0
3621,2010652,GROCERY I,1032,0
3622,2010667,GROCERY I,1072,0
3623,2010676,GROCERY I,1072,0
3624,2010693,GROCERY I,1072,0
3625,2010702,GROCERY I,1052,0
3626,2010743,GROCERY I,1032,0
3627,2010755,FROZEN FOODS,2226,0
3629,2010762,GROCERY I,1032,0
3632,2010786,GROCERY I,1050,0
3633,2010793,GROCERY I,1032,0
3634,2010837,FROZEN FOODS,2226,0
3635,2010880,GROCERY I,1032,0
3636,2010885,GROCERY I,1094,0
3637,2010902,GROCERY I,1072,0
3638,2010913,GROCERY I,1082,0
3639,2010916,GROCERY I,1032,0
3640,2010918,GROCERY I,1032,0
3641,2010945,GROCERY I,1068,0
3642,2010959,GROCERY I,1050,0
3645,2010989,GROCERY I,1068,0
3646,2011008,GROCERY I,1032,0
3647,2011032,FROZEN FOODS,2226,0
3648,2011054,FROZEN FOODS,2226,0
3649,2011073,GROCERY I,1032,0
3651,2011105,GROCERY I,1082,0
3652,2011110,GROCERY I,1052,0
3653,2011114,GROCERY I,1032,0
3654,2011127,GROCERY I,1068,0
3655,2011148,GROCERY I,1068,0
3656,2011153,GROCERY I,1052,0
3658,2011200,GROCERY I,1032,0
3659,2011208,GROCERY I,1050,0
3660,2011211,GROCERY I,1032,0
3661,2011216,"LIQUOR,WINE,BEER",1338,0
3662,2011218,GROCERY I,1082,0
3663,2011220,GROCERY I,1032,0
3664,2011225,GROCERY I,1032,0
3666,2011259,GROCERY I,1032,0
3667,2011266,GROCERY I,1050,0
3668,2011328,GROCERY I,1072,0
3669,2011329,GROCERY I,1083,0
3671,2011399,GROCERY I,1050,0
3672,2011401,GROCERY I,1068,0
3675,2011449,GROCERY I,1052,0
3683,2011471,GROCERY I,1027,0
3684,2011583,BEVERAGES,1132,0
3685,2011872,GROCERY I,1084,0
3686,2011898,HOME CARE,3102,0
3687,2011910,GROCERY I,1074,0
3688,2011927,CLEANING,3040,0
3689,2011934,CLEANING,3040,0
3690,2011938,DAIRY,2130,1
3691,2012385,CLEANING,3010,0
3692,2012410,BEVERAGES,1148,0
3694,2012591,GROCERY I,1042,0
3695,2012970,BEVERAGES,1154,0
3696,2013086,BEVERAGES,1124,0
3697,2013309,BEVERAGES,1114,0
3698,2013450,BEVERAGES,1114,0
3699,2013621,GROCERY I,1010,0
3700,2013632,BEVERAGES,1124,0
3701,2013648,"LIQUOR,WINE,BEER",1318,0
3702,2013651,GROCERY I,1010,0
3703,2013674,GROCERY I,1010,0
3704,2013931,BEVERAGES,1120,0
3705,2014053,BEVERAGES,1120,0
3706,2014085,BEVERAGES,1116,0
3707,2014089,BEVERAGES,1120,0
3708,2014094,BEVERAGES,1120,0
3709,2014097,BEVERAGES,1120,0
3710,2014922,GROCERY I,1002,0
3711,2015628,GROCERY I,1077,0
3713,2015815,BEVERAGES,1136,0
3714,2015820,GROCERY I,1077,0
3716,2016322,BEVERAGES,1152,0
3717,2016362,GROCERY I,1040,0
3718,2016407,BEVERAGES,1132,0
3719,2016419,BEVERAGES,1132,0
3720,2016441,BEVERAGES,1138,0
3721,2016619,CLEANING,3040,0
3723,2016716,FROZEN FOODS,2208,0
3724,2016737,FROZEN FOODS,2208,0
3725,2016738,FROZEN FOODS,2208,0
3726,2016795,GROCERY I,1008,0
3727,2016864,GROCERY I,1040,0
3728,2017079,BEVERAGES,1120,0
3729,2017173,BEVERAGES,1124,0
3730,2017184,BEVERAGES,1138,0
3731,2017202,CLEANING,3032,0
3732,2017241,CLEANING,3032,0
3733,2017245,DAIRY,2108,1
3734,2017257,PERSONAL CARE,4138,0
3735,2017343,GROCERY I,1026,0
3736,2017583,BOOKS,5192,0
3738,2018245,PERSONAL CARE,4126,0
3739,2018273,BEVERAGES,1124,0
3740,2018358,BEVERAGES,1124,0
3741,2018397,BEVERAGES,1124,0
3742,2018471,BEVERAGES,1124,0
3743,2018612,BEVERAGES,1114,0
3744,2018690,BEVERAGES,1124,0
3745,2018753,PRODUCE,2026,1
3746,2019084,GROCERY I,1028,0
3747,2026256,CLEANING,3034,0
3749,2026312,GROCERY I,1016,0
3750,2026369,GROCERY I,1072,0
3751,2026432,BEVERAGES,1118,0
3752,2026444,GROCERY I,1034,0
3753,2026454,GROCERY I,1034,0
3754,2026501,GROCERY I,1034,0
3755,2026597,GROCERY I,1060,0
3756,2026609,GROCERY I,1034,0
3757,2026631,GROCERY I,1060,0
3758,2026650,GROCERY I,1034,0
3759,2026683,GROCERY I,1034,0
3760,2026801,GROCERY I,1060,0
3761,2026858,GROCERY I,1034,0
3762,2026893,GROCERY I,1034,0
3763,2026945,GROCERY I,1034,0
3764,2026959,GROCERY I,1034,0
3765,2026983,GROCERY I,1034,0
3766,2027090,GROCERY I,1060,0
3767,2027203,GROCERY I,1034,0
3768,2027252,GROCERY I,1034,0
3769,2027559,BEVERAGES,1148,0
3770,2027649,BEVERAGES,1142,0
3771,2027777,DAIRY,2166,1
3772,2027809,BEVERAGES,1118,0
3773,2027827,DAIRY,2166,1
3774,2028217,BEVERAGES,1142,0
3776,2028315,DAIRY,2162,1
3778,2028403,BEVERAGES,1148,0
3779,2028404,BEVERAGES,1142,0
3780,2028435,DAIRY,2166,1
3781,2028696,BEVERAGES,1118,0
3783,2028810,BEVERAGES,1118,0
3784,2028898,BEVERAGES,1118,0
3785,2028983,GROCERY I,1010,0
3786,2029427,BEVERAGES,1126,0
3787,2029457,BEVERAGES,1120,0
3788,2029467,BEVERAGES,1126,0
3789,2029494,BEVERAGES,1122,0
3790,2029519,BEVERAGES,1126,0
3791,2029543,PERSONAL CARE,4176,0
3792,2030002,GROCERY I,1006,0
3793,2030447,POULTRY,2416,1
3794,2030606,POULTRY,2416,1
3795,2030822,GROCERY I,1040,0
3796,2031266,PRODUCE,2026,1
3797,2031273,PRODUCE,2026,1
3798,2031309,PRODUCE,2026,1
3800,2031378,PRODUCE,2026,1
3801,2032088,PRODUCE,2016,1
3802,2032488,BEVERAGES,1132,0
3804,2033699,DAIRY,2116,1
3805,2033805,DAIRY,2174,1
3806,2033992,GROCERY I,1033,0
3807,2034104,DAIRY,2174,1
3808,2034132,"LIQUOR,WINE,BEER",1318,0
3809,2034212,GROCERY I,1016,0
3810,2035258,GROCERY I,1086,0
3811,2035293,BEVERAGES,1142,0
3812,2035576,"LIQUOR,WINE,BEER",1318,0
3813,2035581,CLEANING,3040,0
3814,2035587,CLEANING,3040,0
3815,2036460,DELI,2644,1
3816,2036465,DELI,2644,1
3818,2036618,POULTRY,2420,1
3819,2036676,GROCERY I,1040,0
3820,2037008,HOME CARE,3106,0
3823,2037487,PRODUCE,2006,1
3824,2040614,GROCERY I,1041,0
3825,2040637,PRODUCE,2014,1
3826,2040862,BEVERAGES,1120,0
3827,2042210,PRODUCE,2014,1
3828,2042314,GROCERY I,1030,0
3829,2042436,BEVERAGES,1122,0
3830,2042614,CLEANING,3028,0
3831,2042941,BEVERAGES,1148,0
3832,2042947,BEVERAGES,1148,0
3833,2043198,BEVERAGES,1142,0
3834,2043261,GROCERY I,1094,0
3835,2043559,GROCERY I,1078,0
3836,2043795,BEVERAGES,1126,0
3837,2043849,BEVERAGES,1126,0
3838,2045162,PERSONAL CARE,4138,0
3839,2045280,LAWN AND GARDEN,6922,0
3840,2045360,LAWN AND GARDEN,6920,0
3841,2045373,LAWN AND GARDEN,6920,0
3843,2045533,GROCERY I,1075,0
3844,2045545,BEVERAGES,1124,0
3846,2045783,LAWN AND GARDEN,6936,0
3848,2045986,LAWN AND GARDEN,6920,0
3849,2046021,LAWN AND GARDEN,6920,0
3850,2046260,GROCERY I,1026,0
3851,2046297,LAWN AND GARDEN,6936,0
3852,2046298,LAWN AND GARDEN,6936,0
3853,2046348,LAWN AND GARDEN,6922,0
3855,2046552,LAWN AND GARDEN,6936,0
3857,2046670,LAWN AND GARDEN,6922,0
3858,2046789,LAWN AND GARDEN,6920,0
3859,2046805,BEVERAGES,1148,0
3861,2046916,BEVERAGES,1148,0
3862,2047159,"LIQUOR,WINE,BEER",1318,0
3863,2047211,"LIQUOR,WINE,BEER",1318,0
3864,2047495,GROCERY I,1042,0
3865,2047496,BEVERAGES,1136,0
3866,2047506,BEVERAGES,1122,0
3867,2047508,BEVERAGES,1122,0
3868,2047752,CLEANING,3034,0
3869,2048113,GROCERY I,1016,0
3871,2048141,GROCERY I,1016,0
3872,2048163,GROCERY I,1016,0
3873,2048164,GROCERY I,1016,0
3874,2048182,GROCERY I,1016,0
3875,2048193,GROCERY I,1016,0
3876,2048242,GROCERY I,1016,0
3877,2048246,GROCERY I,1016,0
3878,2048248,GROCERY I,1016,0
3879,2048271,GROCERY I,1016,0
3881,2048300,GROCERY I,1016,0
3882,2048313,GROCERY I,1016,0
3883,2048323,GROCERY I,1016,0
3884,2048358,PERSONAL CARE,4138,0
3885,2048362,GROCERY I,1016,0
3886,2048374,GROCERY I,1016,0
3887,2048381,GROCERY I,1016,0
3888,2048399,GROCERY I,1016,0
3889,2048406,GROCERY I,1016,0
3891,2048471,GROCERY I,1016,0
3892,2048515,GROCERY I,1016,0
3893,2048546,GROCERY I,1016,0
3894,2048596,GROCERY I,1016,0
3895,2048609,GROCERY I,1016,0
3896,2048624,GROCERY I,1016,0
3897,2048633,GROCERY I,1016,0
3901,2049003,LAWN AND GARDEN,6960,0
3903,2049037,HOME AND KITCHEN I,6222,0
3904,2049081,PRODUCE,2018,1
3905,2049153,HOME AND KITCHEN I,6222,0
3906,2049304,GROCERY I,1035,0
3907,2049778,BEVERAGES,1148,0
3908,2051064,PERSONAL CARE,4118,0
3909,2052563,GROCERY I,1016,0
3910,2053415,GROCERY I,1082,0
3911,2053564,PERSONAL CARE,4138,0
3912,2053590,DAIRY,2172,1
3913,2053610,DAIRY,2172,1
3914,2053614,DAIRY,2174,1
3915,2053630,GROCERY II,1236,0
3916,2053751,BEVERAGES,1124,0
3917,2053874,BEVERAGES,1120,0
3918,2054101,BEVERAGES,1114,0
3919,2054291,BEVERAGES,1114,0
3920,2054300,GROCERY I,1040,0
3921,2054580,BEVERAGES,1120,0
3922,2054605,"LIQUOR,WINE,BEER",1316,0
3923,2054635,BEVERAGES,1126,0
3924,2054903,PERSONAL CARE,4176,0
3926,2056557,GROCERY I,1004,0
3929,2057033,BEVERAGES,1126,0
3930,2057231,PREPARED FOODS,2904,1
3932,2057442,BEVERAGES,1126,0
3933,2057762,GROCERY I,1028,0
3934,2058362,GROCERY I,1052,0
3935,2058758,BEVERAGES,1136,0
3936,2058764,BEVERAGES,1148,0
3937,2058895,BEVERAGES,1148,0
3938,2058907,BEVERAGES,1156,0
3939,2059122,BEVERAGES,1148,0
3940,2059277,HOME CARE,3106,0
3941,2059342,HOME CARE,3106,0
3942,2059647,HOME CARE,3106,0
3943,2059799,HOME CARE,3106,0
3944,2060787,BEVERAGES,1126,0
3946,2060910,BEVERAGES,1126,0
3947,2061025,BEVERAGES,1126,0
3948,2061033,BEVERAGES,1126,0
3951,2061404,BEVERAGES,1120,0
3952,2061781,GROCERY I,1074,0
3954,2062912,CLEANING,3022,0
3955,2067056,GROCERY I,1016,0
3956,2067123,GROCERY I,1008,0
3957,2067333,GROCERY I,1036,0
3958,2068536,GROCERY I,1028,0
3959,2072545,BEVERAGES,1124,0
3960,2075374,LAWN AND GARDEN,6960,0
3962,2076761,GROCERY I,1068,0
3963,2081050,PREPARED FOODS,2986,1
3964,2081056,PREPARED FOODS,2986,1
3965,2081064,PREPARED FOODS,2966,1
3966,2081095,PREPARED FOODS,2962,1
3967,2081139,PREPARED FOODS,2986,1
3968,2081142,PREPARED FOODS,2980,1
3969,2081161,PREPARED FOODS,2966,1
3970,2081175,PREPARED FOODS,2960,1
3971,2083837,BEVERAGES,1118,0
3972,2083859,BEVERAGES,1118,0
3973,2084278,BEVERAGES,1122,0
3974,2084557,CLEANING,3040,0
3975,2084706,HOME CARE,3104,0
3976,2086882,DAIRY,2166,1
3977,2087374,DAIRY,2162,1
3978,2087409,BEVERAGES,1132,0
3979,2087543,DAIRY,2162,1
3980,2087567,DAIRY,2162,1
3982,2087978,BEVERAGES,1114,0
3983,2088860,GROCERY I,1006,0
3984,2088922,GROCERY I,1076,0
3988,2089250,CLEANING,3020,0
3989,2089276,GROCERY I,1006,0
3990,2089339,GROCERY I,1006,0
3992,2090125,BEAUTY,4214,0
3994,2099230,BEAUTY,4252,0
3995,2101795,BEAUTY,4222,0
3996,2103250,BEAUTY,4254,0
3997,2105347,BEAUTY,4254,0
3998,2106464,BEVERAGES,1148,0
3999,2108569,GROCERY I,1086,0
4000,2108843,GROCERY I,1086,0
4001,2109909,GROCERY I,1074,0
4003,2110456,BEVERAGES,1120,0
4004,2111684,BEVERAGES,1120,0
4005,2111870,PRODUCE,2028,1
4008,2112404,DAIRY,2108,1
4012,2113343,BEVERAGES,1114,0
4013,2113914,CLEANING,3040,0
4014,2114566,GROCERY I,1034,0
4016,2114812,CLEANING,3020,0
4020,2116416,GROCERY I,1060,0
4034,2122188,GROCERY I,1084,0
4035,2122676,BEVERAGES,1124,0
4043,2123468,GROCERY I,1068,0
4045,2123727,GROCERY I,1028,0
4048,2123775,GROCERY I,1030,0
4054,2124052,"LIQUOR,WINE,BEER",1318,0
4062,2127114,BEVERAGES,1152,0
